id,brand_name,latitude,longitude,status,state,city
226-222@8fw-39n-zxq,FB,26.166542,-80.204783,Active,florida,fort lauderdale
zzw-223@8gq-vgs-5s5,FB,29.64732,-81.671528,Active,florida,palatka
224-222@63j-tmr-789,FB,40.401627,-82.456247,Active,ohio,mount vernon
zzw-222@8gp-469-35z,FB,30.192393,-81.549803,Active,florida,jacksonville
zzy-222@8gm-ms3-73q,FB,34.27774,-86.203525,Active,alabama,albertville
228-223@5pk-92t-ty9,FB,39.761168,-89.610189,Active,illinois,springfield
224-223@8gm-qnx-ghq,FB,34.647977,-86.029509,Active,alabama,scottsboro
zzy-222@8g8-7q6-x89,FB,32.479982,-84.941347,Active,georgia,columbus
225-223@63n-6pf-zcq,FB,38.033219,-81.12005,Active,west virginia,fayetteville
zzy-224@8fz-t3h-t35,FB,26.960855,-80.082999,Active,florida,jupiter
22f-222@5s8-cby-73q,FB,45.031113,-93.027128,Active,minnesota,saint paul
22c-222@8sz-9zd-vvf,FB,31.533645,-97.194481,Active,texas,waco
zzy-222@63h-s7g-4gk,FB,39.234152,-83.626903,Active,ohio,hillsboro
zzy-222@63f-h7s-ysq,FB,36.329598,-78.432714,Active,north carolina,henderson
zzy-226@5pd-f5z-kpv,FB,44.379508,-100.318278,Active,south dakota,pierre
zzy-222@5s6-rfv-zj9,DT,43.612853,-84.28967,Active,michigan,midland
zzy-222@5s4-5q8-q75,DT,44.55025,-88.084259,Active,wisconsin,green bay
zzy-222@646-86f-tqf,DT,33.952224,-78.049412,Active,north carolina,southport
226-223@5s6-vbp-r6k,DT,42.812729,-83.787923,Active,michigan,linden
225-222@63s-25g-wx5,DT,38.290885,-77.518391,Active,virginia,fredericksburg
223-224@8fc-n9p-7t9,DT,30.95632,-95.89469,Active,texas,madisonville
zzy-222@5r2-mw7-45f,DT,32.366249,-99.778948,Active,texas,abilene
zzy-222@5qx-24x-vpv,DT,34.070695,-96.762702,Active,oklahoma,madill
zzy-224@5r8-92s-jjv,DT,36.698746,-93.370586,Active,missouri,reeds spring
224-222@63v-bc3-mp9,DT,41.391302,-81.75934,Active,ohio,cleveland
225-224@8f7-f7j-qmk,DT,32.597112,-88.182133,Active,alabama,livingston
223-223@8g7-m22-nbk,DT,34.301737,-82.666818,Active,south carolina,iva
224-223@8gg-959-z75,DT,36.509707,-80.608749,Active,north carolina,mount airy
222-222@8f2-rzg-28v,DT,32.534746,-94.93002,Active,texas,gladewater
224-223@8g9-8y9-d7q,DT,36.37721,-85.338536,Active,tennessee,livingston
222-224@8gd-p2q-wtv,DT,32.461246,-81.790582,Active,georgia,statesboro
222-223@8fz-st2-yjv,DT,26.935758,-80.1375,Active,florida,jupiter
233-222@8f6-gd9-m49,DT,33.126676,-88.153296,Active,alabama,aliceville
224-222@8f3-gbm-5zz,DT,30.562338,-88.213844,Active,alabama,theodore
224-222@8sw-thp-c3q,DT,28.867827,-96.998051,Active,texas,victoria
zzy-222@8sr-8kc-85f,DT,27.452345,-99.460407,Active,texas,laredo
222-222@63v-v7p-qzz,DT,42.077859,-80.170703,Active,pennsylvania,erie
zzy-224@5sb-cxx-nbk,DT,42.28336,-88.043908,Active,illinois,mundelein
227-222@5s4-fb7-5xq,DT,46.54815,-87.457521,Active,michigan,marquette
22c-223@5pq-8zk-3h5,DT,37.160781,-93.26177,Active,missouri,springfield
226-222@5qs-vy8-c3q,DT,35.351539,-97.530934,Active,oklahoma,oklahoma city
222-223@8gf-bmk-rc5,DT,35.281553,-81.549068,Active,north carolina,shelby
zzy-222@5sb-ksk-mff,DT,42.482446,-91.471805,Active,iowa,manchester
223-222@5pn-kwn-kj9,DT,35.481606,-86.464991,Active,tennessee,shelbyville
zzy-222@5qw-jsv-gtv,DT,32.977709,-97.740132,Active,texas,springtown
zzy-223@8fy-8fs-2kz,DT,28.362962,-81.364765,Active,florida,orlando
229-223@8fw-39p-q75,DT,26.159534,-80.203808,Active,florida,fort lauderdale
223-223@5s5-kbw-2zf,DT,42.320077,-85.571605,Active,michigan,kalamazoo
223-223@628-w3w-xkf,DT,41.803056,-73.116565,Active,connecticut,torrington
222-225@8g8-yst-snq,DT,35.87213,-84.51451,Active,tennessee,kingston
223-226@5s5-h7c-sh5,DT,42.339847,-85.180058,Active,michigan,battle creek
zzy-222@8sr-8mf-3qz,DT,27.533483,-99.42563,Active,texas,laredo
zzy-222@5s7-6mv-ckf,DT,43.234279,-86.106168,Active,michigan,muskegon
223-222@5pw-d34-4n5,DT,41.053264,-86.215738,Active,indiana,rochester
zzy-224@5s6-nsy-fzz,DT,43.699632,-85.480908,Active,michigan,big rapids
226-222@63w-4pr-pgk,DT,42.816803,-83.018249,Active,michigan,romeo
222-224@5pc-4yh-cqz,DT,44.29682,-94.714316,Active,minnesota,sleepy eye
223-223@63p-krk-3h5,DT,41.669524,-78.814054,Active,pennsylvania,kane
zzy-22b@5sc-p2w-nh5,DT,43.868627,-91.203588,Active,wisconsin,onalaska
222-223@5qs-zqq-z2k,DT,35.451809,-97.420145,Active,oklahoma,oklahoma city
226-225@63g-jhj-m8v,DT,38.432937,-78.881701,Active,virginia,harrisonburg
222-223@5p9-jcv-3h5,DT,42.461309,-92.328167,Active,iowa,waterloo
223-223@5px-nfq-fzz,DT,37.97757,-87.529055,Active,indiana,evansville
23b-222@8gk-twj-jn5,DT,33.370235,-86.796904,Active,alabama,birmingham
zzy-222@64h-y3w-2x5,DT,36.950389,-76.536355,Active,virginia,carrollton
zzy-222@5qy-dg2-73q,DT,34.986012,-101.929585,Active,texas,canyon
zzy-222@8sz-tx7-3h5,DT,29.335549,-98.503252,Active,texas,san antonio
zzy-223@8g8-7q8-q9f,DT,32.500361,-84.959207,Active,georgia,columbus
zzy-222@64g-w2n-skf,DT,36.71914,-76.653105,Active,virginia,suffolk
225-228@8f4-5wm-jgk,DT,30.45371,-87.213447,Active,florida,pensacola
223-22b@63d-v8d-ks5,DT,40.833602,-81.423468,Active,ohio,canton
222-229@8dj-kv3-xyv,DT,28.272484,-82.625234,Active,florida,new port richey
zzy-223@5pw-p7r-v75,DT,41.668013,-88.206276,Active,illinois,plainfield
222-223@646-ksw-hh5,DT,35.907549,-77.54198,Active,north carolina,tarboro
222-229@8gj-zv8-cnq,DT,30.174602,-85.683293,Active,florida,panama city
222-225@8fy-7yv-9pv,DT,28.497555,-81.397783,Active,florida,orlando
zzy-225@63s-83f-s89,DT,39.839389,-75.731275,Active,pennsylvania,kennett square
222-223@8gg-627-jy9,DT,36.159418,-81.155871,Active,north carolina,north wilkesboro
222-22d@5z9-78w-j35,DT,34.569068,-114.366013,Active,arizona,lake havasu city
228-223@5pv-yjy-djv,DT,41.473819,-87.314615,Active,indiana,merrillville
224-224@8fy-yxt-t5f,DT,28.614876,-80.819616,Active,florida,titusville
222-222@65y-sys-k4v,DT,42.256793,-73.767081,Active,new york,hudson
226-223@63f-vhz-vzz,DT,36.666248,-80.927587,Active,virginia,galax
224-223@63k-p8m-sbk,DT,37.683762,-82.779552,Active,kentucky,prestonsburg
224-222@8t8-fng-kmk,DT,26.138196,-97.625028,Active,texas,san benito
222-223@63m-9ps-fzz,DT,37.585553,-84.285453,Active,kentucky,berea
223-222@63v-bn9-hkf,DT,41.641142,-81.471297,Active,ohio,eastlake
222-224@5s5-j6x-6hq,DT,42.833416,-86.091674,Active,michigan,holland
225-225@63k-2r6-r8v,DT,40.787787,-82.725652,Active,ohio,crestline
223-222@8sx-dtq-vvf,DT,29.143186,-95.642642,Active,texas,west columbia
22r-222@5s3-cj8-v2k,DT,45.137215,-87.611316,Active,michigan,menominee
zzy-222@64g-8jc-v4v,DT,36.655095,-76.230664,Active,virginia,chesapeake
zzy-222@5qy-dxh-4y9,DT,35.132551,-101.918292,Active,texas,amarillo
223-222@5ny-jr3-v9f,DT,41.270916,-95.835725,Active,iowa,council bluffs
222-224@8t2-dxh-v4v,DT,30.423947,-97.625936,Active,texas,pflugerville
227-222@5s6-w7q-mhq,DT,42.506194,-83.751175,Active,michigan,brighton
222-222@63b-yg7-td9,DT,39.426304,-80.186211,Active,west virginia,fairmont
226-223@8f2-yb4-cdv,DT,32.784915,-91.914605,Active,louisiana,bastrop
222-224@8gg-b2m-g49,DT,35.720223,-81.154639,Active,north carolina,claremont
zzy-22b@63t-nfr-89z,DT,40.997039,-80.348719,Active,pennsylvania,new castle
222-226@63q-5q4-435,DT,42.921493,-76.585515,Active,new york,auburn
223-227@8g8-zkw-5zz,DT,35.158737,-84.885888,Active,tennessee,cleveland
223-22f@627-v43-q4v,DT,40.909514,-74.579073,Active,new jersey,wharton
222-223@63g-52s-tjv,DT,35.870598,-80.073956,Active,north carolina,thomasville
222-222@63g-57h-2x5,DT,35.720385,-79.809524,Active,north carolina,asheboro
222-222@8fy-b8v-7qz,DT,28.636517,-80.847101,Active,florida,titusville
222-223@5nz-nbj-cyv,DT,42.026483,-94.378205,Active,iowa,jefferson
zzw-224@8dy-rjg-rp9,DT,29.936901,-89.945656,Active,louisiana,chalmette
226-228@5sb-c5h-9mk,DT,42.568754,-88.113393,Active,wisconsin,salem
224-227@8sx-xws-mtv,DT,27.778736,-97.419891,Active,texas,corpus christi
222-222@5s7-2j2-jy9,DT,42.698807,-83.305708,Active,michigan,auburn hills
229-223@5p7-gpm-d35,DT,44.994478,-93.503007,Active,minnesota,minneapolis
222-226@5sc-f9t-dgk,DT,42.854151,-88.327166,Active,wisconsin,mukwonago
222-227@65z-3db-kxq,DT,43.56233,-76.126001,Active,new york,pulaski
zzy-223@8sz-fq4-45f,DT,31.071094,-97.689624,Active,texas,killeen
222-222@8gn-9rn-yd9,DT,33.200867,-87.591555,Active,alabama,tuscaloosa
zzy-222@5r9-32j-g6k,DT,37.987868,-100.882645,Active,kansas,garden city
222-228@628-w6d-p35,DT,41.669711,-72.942401,Active,connecticut,bristol
226-224@64h-v9g-mff,DT,37.33868,-76.519461,Active,virginia,hayes
223-228@629-38v-wkz,DT,41.733263,-72.730659,Active,connecticut,west hartford
223-228@63r-wcz-vcq,DT,39.319968,-77.851337,Active,west virginia,ranson
zzy-222@8gn-njm-nt9,DT,32.354499,-86.13151,Active,alabama,montgomery
zzy-222@5r5-nxy-6x5,DT,39.210919,-96.322703,Active,kansas,wamego
zzy-222@5q2-n5f-pd9,DT,42.05726,-91.606419,Active,iowa,marion
zzy-228@628-r7f-ty9,DT,40.24891,-74.040483,Active,new jersey,asbury park
zzy-223@5pw-3bz-q9f,DT,41.179349,-87.874766,Active,illinois,bourbonnais
zzy-222@646-xrj-wzf,DT,35.46144,-79.056806,Active,north carolina,broadway
223-22c@5q2-xbp-rkz,DT,41.537775,-90.573383,Active,iowa,davenport
zzy-228@8dj-fdq-5vf,DT,28.08181,-82.540341,Active,florida,tampa
zzy-224@8sz-h7v-zmk,DT,30.667313,-96.972662,Active,texas,rockdale
224-22c@63s-vmj-8y9,DT,39.931984,-77.643517,Active,pennsylvania,chambersburg
227-223@5q2-hh8-yn5,DT,41.961103,-91.666334,Active,iowa,cedar rapids
224-226@8dj-kvs-94v,DT,28.210428,-82.741523,Active,florida,new port richey
zzy-222@5sc-gnc-h3q,DT,43.751411,-87.750092,Active,wisconsin,sheboygan
227-223@5s5-ph4-hnq,DT,43.020138,-85.633655,Active,michigan,grand rapids
zzy-222@8dy-gfv-cbk,DT,30.509847,-92.083352,Active,louisiana,opelousas
zzy-222@8sr-8nn-cbk,DT,27.432636,-99.465581,Active,texas,laredo
zzy-223@8gf-m88-c5z,DT,35.912258,-82.310205,Active,north carolina,burnsville
zzy-222@646-qx2-xbk,DT,34.802658,-77.44002,Active,north carolina,jacksonville
222-222@5pb-5c7-j5f,DT,42.011691,-93.68141,Active,iowa,ames
222-223@63m-hyy-d7q,DT,36.16979,-82.813172,Active,tennessee,greeneville
224-223@5vg-6q6-6p9,DT,38.675971,-121.801993,Active,california,woodland
22d-222@5pn-ppg-hkf,DT,36.327157,-86.597877,Active,tennessee,hendersonville
22k-224@8gj-5pf-f2k,DT,31.176917,-83.781228,Active,georgia,moultrie
zzy-225@5qt-3vg-b8v,DT,35.638596,-97.744837,Active,oklahoma,piedmont
22f-223@5z9-78c-9mk,DT,34.503855,-114.351463,Active,arizona,lake havasu city
zzy-223@5z8-drv-zs5,DT,35.258107,-120.689761,Active,california,san luis obispo
zzy-223@63k-z7w-cwk,DT,36.906011,-82.314877,Active,virginia,saint paul
22w-222@5s8-cf3-ty9,DT,44.986576,-93.4078,Active,minnesota,minneapolis
zzy-222@8t8-d83-87q,DT,26.147392,-98.257195,Active,texas,hidalgo
222-227@63v-8qm-ysq,DT,41.445353,-82.696882,Active,ohio,sandusky
zzy-222@5pb-hcb-nwk,DT,44.761815,-92.793202,Active,wisconsin,prescott
22r-223@5zb-262-gkz,DT,35.215649,-114.036269,Active,arizona,kingman
225-224@5wd-424-s5z,DT,46.206174,-119.766861,Active,washington,prosser
222-22b@5r8-fqp-pgk,DT,36.089305,-95.958675,Active,oklahoma,tulsa
zzy-225@8dx-77p-vs5,DT,30.392094,-91.020151,Active,louisiana,baton rouge
225-222@8gh-zkx-whq,DT,31.279653,-86.250037,Active,alabama,opp
22m-222@62j-stx-v9f,DT,42.5245,-71.102171,Active,massachusetts,reading
zzy-222@5pt-578-99f,DT,35.914218,-90.588959,Active,arkansas,brookland
222-229@8dj-k4w-yy9,DT,27.770423,-82.679999,Active,florida,saint petersburg
227-223@645-gst-8sq,DT,35.005185,-78.321956,Active,north carolina,clinton
zzy-222@8f4-x3r-m49,DT,30.395404,-88.757719,Active,mississippi,ocean springs
zzy-222@5pb-rtc-dy9,DT,43.372273,-92.107601,Active,iowa,cresco
225-227@646-4dx-gp9,DT,33.825083,-78.685117,Active,south carolina,north myrtle beach
zzy-227@8t8-g3n-vzz,DT,26.013442,-97.531177,Active,texas,olmito
222-22w@63s-nq8-n3q,DT,39.383241,-74.556174,Active,new jersey,northfield
zzy-222@5pm-94t-k4v,DT,35.22242,-88.242367,Active,tennessee,savannah
zzy-222@5q2-jn9-2zf,DT,41.63368,-91.570287,Active,iowa,iowa city
222-22d@5qs-znt-n89,DT,35.421304,-97.442026,Active,oklahoma,oklahoma city
225-223@8tj-gc7-3qz,DT,32.413827,-104.228234,Active,new mexico,carlsbad
225-223@5nz-vmn-z2k,DT,41.614741,-93.650822,Active,iowa,des moines
222-22r@63t-qjp-59f,DT,41.023782,-80.705852,Active,ohio,youngstown
zzy-222@8gm-zsp-qvf,DT,32.521669,-86.366419,Active,alabama,millbrook
222-222@63g-784-389,DT,36.042476,-79.394656,Active,north carolina,graham
228-226@8fw-5fc-zxq,DT,25.630148,-80.33929,Active,florida,miami
zzy-223@8gf-j22-dsq,DT,35.092173,-82.039984,Active,south carolina,inman
zzy-225@65z-7rn-rtv,DT,43.22923,-75.494556,Active,new york,rome
222-228@5s5-gzf-r8v,DT,42.855258,-85.625679,Active,michigan,grand rapids
227-222@5s3-k9k-wtv,DT,44.245656,-85.398081,Active,michigan,cadillac
223-223@5p7-bwk-68v,DT,44.769929,-94.13314,Active,minnesota,glencoe
223-222@5r8-75h-9cq,DT,36.338247,-94.176974,Active,arkansas,rogers
zzy-224@5qy-dmr-5cq,DT,35.222699,-101.811275,Active,texas,amarillo
zzw-223@8gg-bjm-85f,DT,35.663045,-81.22838,Active,north carolina,newton
224-223@5wm-f5c-rx5,DT,40.963414,-117.745275,Active,nevada,winnemucca
zzy-222@8tm-3m2-3h5,DT,32.72343,-102.664533,Active,texas,seminole
223-224@628-xgj-zfz,DT,41.250867,-73.021902,Active,connecticut,milford
zzw-222@8gm-f2f-hdv,DT,33.406401,-84.569147,Active,georgia,peachtree city
zzw-222@8gk-yj3-yqf,DT,33.280958,-86.850756,Active,alabama,helena
223-224@5z4-krb-8sq,DT,34.028919,-117.039554,Active,california,yucaipa
225-226@5p8-ts7-nt9,DT,46.862407,-96.829187,Active,north dakota,fargo
225-22c@8dy-rdn-dy9,DT,29.937359,-90.210294,Active,louisiana,new orleans
22b-22b@63k-2hq-bp9,DT,40.880248,-82.655541,Active,ohio,shelby
22q-223@63d-kqq-rp9,DT,40.27893,-78.860517,Active,pennsylvania,johnstown
227-223@5qs-vxv-3t9,DT,35.404523,-97.567329,Active,oklahoma,oklahoma city
zzy-223@5r2-mk3-9fz,DT,32.450553,-99.779643,Active,texas,abilene
223-22c@8sz-fps-bzf,DT,31.095458,-97.720611,Active,texas,killeen
zzy-222@8gg-45x-45f,DT,34.925163,-79.751695,Active,north carolina,rockingham
zzy-223@8sz-fwy-75z,DT,31.181107,-97.434456,Active,texas,temple
222-228@5pr-64p-m49,DT,38.812821,-94.910252,Active,kansas,gardner
zzy-223@5qt-mzn-c5z,DT,35.017062,-99.104271,Active,oklahoma,hobart
223-223@5qw-5f5-gx5,DT,32.248131,-95.304602,Active,texas,tyler
zzy-223@5pp-pfw-vmk,DT,37.80863,-92.225712,Active,missouri,waynesville
22m-222@8fv-zjb-249,DT,25.932287,-80.123247,Active,florida,north miami beach
zzy-222@5pv-yf4-vs5,DT,41.491562,-87.555697,Active,illinois,chicago heights
zzy-222@5pr-5bg-d7q,DT,39.117768,-94.937412,Active,kansas,basehor
222-223@8fw-333-n89,DT,26.10357,-80.360896,Active,florida,fort lauderdale
zzy-223@63d-v9g-435,DT,40.861673,-81.483686,Active,ohio,canton
zzy-222@5sb-cq2-9mk,DT,42.317597,-87.865014,Active,illinois,north chicago
223-222@8t8-f3k-qxq,DT,26.250182,-98.363768,Active,texas,mission
zzy-222@5s6-f5z-rc5,DT,41.442264,-85.981704,Active,indiana,nappanee
zzy-222@5zb-t3c-rzf,DT,34.55035,-112.4124,Active,arizona,prescott
zzy-223@63f-xbs-c3q,DT,36.688127,-79.855067,Active,virginia,martinsville
zzy-224@8fc-592-w49,DT,31.970313,-95.230316,Active,texas,jacksonville
227-222@8tf-jgg-bx5,DT,31.828855,-106.444556,Active,texas,el paso
22n-222@627-tzx-yy9,DT,40.888745,-74.216612,Active,new jersey,little falls
zzy-222@5nw-hh4-syv,DT,42.494544,-96.46191,Active,iowa,sioux city
zzy-223@8sz-v2h-vs5,DT,29.437928,-98.682432,Active,texas,san antonio
zzy-222@8gg-g5m-4qf,DT,34.006242,-81.769045,Active,south carolina,saluda
zzy-222@5pm-fqr-7h5,DT,34.791566,-87.013893,Active,alabama,athens
zzy-222@5nw-9sv-4y9,DT,43.499911,-96.65604,Active,south dakota,sioux falls
zzy-222@8g8-zmb-xnq,DT,35.201263,-84.90639,Active,tennessee,cleveland
223-222@8dj-kvw-yn5,DT,28.247599,-82.728479,Active,florida,new port richey
zzy-223@8t8-ct8-g6k,DT,26.213975,-98.31298,Active,texas,mission
226-226@62k-k9x-jvz,DT,41.570303,-71.452181,Active,rhode island,north kingstown
223-223@5q2-nfk-bhq,DT,42.238708,-91.188144,Active,iowa,monticello
223-223@5qs-w32-7t9,DT,35.211674,-97.486389,Active,oklahoma,norman
223-222@63r-vrg-vcq,DT,39.220039,-78.13673,Active,virginia,winchester
zzy-225@63v-b9x-fxq,DT,41.42566,-81.737848,Active,ohio,cleveland
224-222@8f4-5sy-jqf,DT,30.489534,-87.225774,Active,florida,pensacola
222-225@8sz-g92-yn5,DT,31.106696,-97.801418,Active,texas,killeen
222-22b@5pw-58y-6c5,DT,41.467533,-87.030721,Active,indiana,valparaiso
22b-227@63s-dyx-tn5,DT,39.744504,-75.224965,Active,new jersey,mullica hill
zzy-225@5p7-fqc-9cq,DT,45.332118,-93.74904,Active,minnesota,big lake
zzy-222@5s5-wxr-hwk,DT,41.836806,-83.879468,Active,michigan,blissfield
222-22d@8t8-fs6-nwk,DT,26.189961,-97.695067,Active,texas,harlingen
zzy-224@8gf-nhj-c89,DT,36.332617,-82.205194,Active,tennessee,elizabethton
223-224@63t-qvg-p5f,DT,41.251519,-80.795587,Active,ohio,warren
zzy-222@5pw-3v2-7yv,DT,41.427601,-87.752893,Active,illinois,monee
224-222@63v-4nw-zcq,DT,42.625945,-83.006749,Active,michigan,sterling heights
zzy-222@8g9-spd-sbk,DT,36.389401,-84.101136,Active,tennessee,la follette
zzy-223@8tf-jfy-3bk,DT,31.886686,-106.626329,Active,texas,el paso
zzy-222@645-xv5-gkz,DT,34.630479,-78.99211,Active,north carolina,lumberton
224-224@8gh-759-j5f,DT,33.954106,-80.498847,Active,south carolina,sumter
zzy-222@5qx-k3b-4gk,DT,34.08839,-98.568628,Active,texas,burkburnett
zzy-223@3x4-qhs-33q,DT,48.681339,-116.326632,Active,idaho,bonners ferry
224-223@8fy-832-z75,DT,28.552704,-81.392435,Active,florida,orlando
zzy-223@5nw-9q3-pjv,DT,43.587031,-96.76769,Active,south dakota,sioux falls
zzy-225@63b-ygg-6c5,DT,39.498926,-80.139966,Active,west virginia,fairmont
zzy-222@5ny-xw9-jd9,FD,40.371246,-96.182636,Active,nebraska,tecumseh
zzy-222@8f3-35g-tgk,FD,32.690566,-92.656093,Active,louisiana,dubach
zzy-223@8f3-3vg-gc5,FD,32.530804,-92.513183,Active,louisiana,choudrant
zzy-222@8f2-psh-kfz,FD,33.259238,-93.885134,Active,arkansas,fouke
zzy-222@3x5-73b-vpv,FD,48.187569,-117.028306,Active,idaho,oldtown
22d-222@5wd-2s8-wff,FD,45.896944,-119.479974,Active,oregon,irrigon
zzy-222@8f2-542-q2k,FD,34.531114,-92.408398,Active,arkansas,bauxite
zzy-222@645-yd3-fzz,FD,34.733442,-78.789293,Active,north carolina,tar heel
225-222@8f2-v3h-mkz,FD,32.479961,-94.065417,Active,texas,waskom
zzy-222@8fc-3kz-qmk,FD,32.304414,-94.166496,Active,texas,de berry
zzy-223@5qx-75b-cnq,FD,33.660991,-95.392715,Active,texas,blossom
zzy-222@5pr-pbz-nnq,FD,35.702401,-91.453668,Active,arkansas,newark
zzy-222@5nw-rbh-pjv,FD,43.235559,-99.423209,Active,south dakota,gregory
224-222@5nz-df6-q4v,FD,40.384703,-95.839755,Active,nebraska,auburn
zzy-222@8f2-g7j-qfz,FD,32.528978,-93.406521,Active,louisiana,doyline
zzy-222@8sz-9qq-gff,FD,31.443138,-97.412684,Active,texas,mc gregor
zzy-223@8f6-mz6-bzf,FD,34.834098,-89.186266,Active,mississippi,ashland
222-222@5pm-rg4-hkf,FD,34.945785,-88.903453,Active,mississippi,walnut
zzy-222@5pq-g4s-nnq,FD,37.861975,-94.014964,Active,missouri,el dorado springs
zzy-222@5qv-y2g-v2k,FD,33.61773,-96.411625,Active,texas,bells
zzy-222@8g7-8jn-b8v,FD,33.412358,-82.383697,Active,georgia,dearing
224-223@5nz-tcc-c5z,FD,41.443259,-94.768824,Active,iowa,anita
zzy-222@8sw-sqj-fs5,FD,29.230927,-97.956969,Active,texas,stockdale
zzy-223@646-2bz-kpv,FD,34.885178,-79.369224,Active,north carolina,wagram
222-222@5qv-whd-djv,FD,33.490933,-97.163516,Active,texas,valley view
zzy-222@5qx-hw3-dn5,FD,33.648336,-97.365606,Active,texas,muenster
222-223@5pr-rg9-54v,FD,36.203656,-91.188969,Active,arkansas,imboden
zzy-222@8f2-7yv-hwk,FD,34.511363,-93.251675,Active,arkansas,royal
223-223@5p6-35y-mc5,FD,42.456192,-98.6352,Active,nebraska,oneill
zzy-222@5py-44s-q9f,FD,37.095648,-86.052238,Active,kentucky,park city
222-222@5qw-9nd-6x5,FD,33.000222,-95.940766,Active,texas,lone oak
zzy-222@8fc-2cd-syv,FD,31.945212,-94.241113,Active,texas,tenaha
zzy-222@8fb-t6y-jd9,FD,31.49531,-93.658939,Active,louisiana,many
zzy-223@5pn-4cf-dqf,FD,34.307175,-88.782414,Active,mississippi,belden
zzy-222@63j-2c2-d9z,FD,39.631064,-84.919551,Active,indiana,liberty
zzy-222@8gm-f9b-z9f,FD,33.211256,-84.744362,Active,georgia,luthersville
zzy-222@8fb-k7h-6ff,FD,31.029715,-96.126214,Active,texas,normangee
zzy-222@8fc-myw-mtv,FD,30.777843,-95.949278,Active,texas,bedias
zzy-222@5pm-ft3-kzz,FD,34.923607,-87.268534,Active,alabama,anderson
zzy-222@8g8-3hf-nbk,FD,33.090888,-84.43708,Active,georgia,concord
223-222@8f6-psq-rp9,FD,34.437516,-89.905273,Active,mississippi,sardis
224-223@8f6-pvc-8sq,FD,34.510811,-89.949533,Active,mississippi,como
zzy-222@8dx-kq4-hyv,FD,31.439561,-90.458299,Active,mississippi,bogue chitto
zzy-222@63s-52x-r6k,FD,38.018409,-76.602427,Active,virginia,kinsale
223-223@63s-55y-y35,FD,37.969426,-76.558867,Active,virginia,callao
222-222@5t7-b27-wff,FD,48.533278,-108.78637,Active,montana,harlem
zzy-222@8gf-cp7-brk,FD,35.565974,-81.479896,Active,north carolina,vale
229-222@5q2-6ht-zpv,FD,39.306963,-91.496237,Active,missouri,vandalia
223-222@8gm-tjz-h3q,FD,33.76203,-85.892369,Active,alabama,alexandria
zzy-222@5qk-52n-d5f,FD,41.236275,-103.66911,Active,nebraska,kimball
zzy-222@8gn-dw3-x5z,FD,32.306521,-87.242042,Active,alabama,orrville
zzy-222@8gg-895-dgk,FD,35.814598,-80.550214,Active,north carolina,cooleemee
zzy-223@5qw-5fx-q75,FD,32.315847,-95.201647,Active,texas,ben wheeler
zzy-222@5qw-7zm-nt9,FD,32.927703,-95.573326,Active,texas,yantis
zzy-222@5pm-hbh-wzf,FD,34.730712,-86.9649,Active,alabama,tanner
226-222@645-9ym-835,FD,34.443657,-78.051382,Active,north carolina,currie
zzy-222@8dx-g65-yqf,FD,31.897522,-93.113188,Active,louisiana,campti
zzy-223@5p2-7sk-nkf,FD,42.108884,-96.707058,Active,nebraska,pender
22d-224@627-vty-w6k,DIB,40.61345,-74.124424,Active,new york,staten island
223-222@5wf-y53-f2k,DIB,43.873077,-111.747723,Active,idaho,sugar city
224-222@5pk-nvp-qs5,DIB,38.802858,-90.6276,Active,missouri,saint peters
zzy-229@628-twx-v9f,DIB,40.404169,-74.647242,Active,new jersey,skillman
zzy-224@8sy-s6f-4gk,DIB,30.675666,-97.933429,Active,texas,liberty hill
zzy-224@64h-z4f-8gk,DIB,37.473676,-75.858203,Active,virginia,nassawadox
226-223@627-sm9-wtv,DIB,40.909822,-73.847943,Active,new york,mount vernon
233-222@629-8fg-wzf,DIB,40.94744,-72.58849,Active,new york,jamesport
232-226@627-s89-k9f,DIB,40.681964,-73.836523,Active,new york,ozone park
zzy-225@5pd-5g2-fxq,DIB,45.049546,-101.602904,Active,south dakota,dupree
222-222@5p5-gm7-t5f,DIB,40.212766,-100.645195,Active,nebraska,mc cook
224-224@5qh-5d7-45f,DIB,42.685554,-103.412927,Active,nebraska,crawford
zzw-223@5nz-35p-fzz,DIB,40.657436,-96.185739,Active,nebraska,syracuse
22b-223@5wp-4fr-87q,DIB,44.416274,-118.951365,Active,oregon,john day
zzy-222@8th-p4s-k75,DIB,34.382548,-111.453153,Active,arizona,pine
226-223@5p6-22w-6ff,DIB,41.779132,-99.13905,Active,nebraska,burwell
22d-222@5qh-5gb-vzz,DIB,42.68704,-103.883905,Active,nebraska,harrison
222-222@5nw-yp2-d9z,DIB,42.057034,-97.4226,Active,nebraska,norfolk
zzy-222@5pt-bgt-5vf,DIB,36.117473,-92.142682,Active,arkansas,calico rock
zzy-228@5st-5ts-w6k,DIB,44.156755,-103.312492,Active,south dakota,black hawk
224-222@5st-kwy-3dv,DIB,46.890232,-103.193123,Active,north dakota,belfield
zzy-223@63k-rxw-ckf,DIB,37.479959,-82.838696,Active,kentucky,garrett
zzy-223@8dy-e4v-y5f,DIB,30.470698,-93.233077,Active,louisiana,ragley
228-223@5p9-qjx-q75,DIB,42.684047,-91.535211,Active,iowa,strawberry point
229-222@5sb-kb9-gff,DIB,42.957121,-91.630605,Active,iowa,elgin
